county,stateabbrv,avalanche,coastalflooding,coldwave,drought,earthquake,hail,heatwave,hurricane,icestorm,landslide,lightning,riverineflooding,strongwind,tornado,tsunami,volcano,wildfire,winterweather
Columbia,NY,Not Applicable,No Rating,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Cortland,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Delaware,NY,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Dutchess,NY,Not Applicable,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Relatively Low
Erie,NY,Not Applicable,Relatively Low,Very High,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Insufficient Data,Not Applicable,Relatively Low,Very High
Essex,NY,Very Low,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Franklin,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Very Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Fulton,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Genesee,NY,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Greene,NY,Not Applicable,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Very Low
Hamilton,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Herkimer,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Jefferson,NY,Not Applicable,Very Low,Relatively High,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Very Low,Insufficient Data,Not Applicable,Very Low,Relatively High
Kings,NY,Not Applicable,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Low,Very High,Relatively High,Relatively High,Relatively Moderate,Relatively Moderate,Relatively High,Very High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Lewis,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Livingston,NY,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Madison,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Monroe,NY,Not Applicable,Very Low,Relatively High,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Montgomery,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Nassau,NY,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Very High,Relatively Moderate,Relatively High,Relatively High,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Very High
New York,NY,Not Applicable,Relatively High,No Rating,No Rating,Relatively Low,Very Low,Relatively High,Relatively High,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Very High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Niagara,NY,Not Applicable,Very Low,Relatively High,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Oneida,NY,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Onondaga,NY,Not Applicable,Not Applicable,Relatively High,No Rating,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ontario,NY,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Orange,NY,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Orleans,NY,Not Applicable,No Rating,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Oswego,NY,Not Applicable,Very Low,Relatively Moderate,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Otsego,NY,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Putnam,NY,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Insufficient Data,Not Applicable,Very Low,Very Low
Queens,NY,Not Applicable,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Low,Very High,Relatively High,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Very High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Rensselaer,NY,Not Applicable,No Rating,Relatively Moderate,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Low
Richmond,NY,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Rockland,NY,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
St. Lawrence,NY,Not Applicable,Not Applicable,Relatively High,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Saratoga,NY,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Schenectady,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Schoharie,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Schuyler,NY,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Seneca,NY,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Steuben,NY,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Suffolk,NY,Not Applicable,Relatively High,No Rating,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Very High,Relatively Moderate,Relatively High,Relatively High,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Low,Relatively High
Sullivan,NY,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Very Low
Tioga,NY,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Tompkins,NY,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Ulster,NY,Not Applicable,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Low
Warren,NY,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Washington,NY,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Wayne,NY,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Westchester,NY,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Low,Very High,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wyoming,NY,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Yates,NY,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Alamance,NC,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
Alexander,NC,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,No Rating,Very Low,Relatively High,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Alleghany,NC,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Anson,NC,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ashe,NC,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Avery,NC,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,No Rating,Very Low,Relatively High,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Beaufort,NC,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Low,Relatively High
Bertie,NC,Not Applicable,Very Low,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
